diff_id,true_cwes,predicted_cwes,top1_hit,top3_hit,top5_hit,top10_hit,reciprocal_rank,true_cwe_in_rules
fca784f28a702f9795a482f2a6081db0a6b63032,['CWE-22'],[],False,False,False,False,0.0,True
75f43deecb5d02063e0031021e77d2b5400525f6,['CWE-22'],"['CWE-22', 'CWE-400', 'CWE-352', 'CWE-483', 'CWE-942', 'CWE-563', 'CWE-20', 'CWE-78', 'CWE-829', 'CWE-193']",True,True,True,True,1.0,True
ff02114eaec090ee51db48435cc32d451662606e,['CWE-20'],"['CWE-352', 'CWE-22', 'CWE-502', 'CWE-116', 'CWE-483', 'CWE-942', 'CWE-563', 'CWE-193', 'CWE-400', 'CWE-88']",False,False,False,False,0.0,True
8b9f39656aabfa59b1b8b8a80b83fd192de8a73e,['CWE-1321'],[],False,False,False,False,0.0,False
90fc19934c62db5f2565d8d03b466b9c7d18eba2,['CWE-94'],"['CWE-571', 'CWE-193', 'CWE-502', 'CWE-676', 'CWE-400', 'CWE-20', 'CWE-704', 'CWE-79', 'CWE-483', 'CWE-476']",False,False,False,False,0.0,True
2f4eff90dd21e58dd56074dc4933b15a91373de6,['CWE-78'],"['CWE-78', 'CWE-502', 'CWE-400', 'CWE-116', 'CWE-483', 'CWE-327', 'CWE-730', 'CWE-88', 'CWE-561', 'CWE-319']",True,True,True,True,1.0,True
5db8ebd3dca7838c9e47e456f9c508e1fd8ea470,['CWE-668'],"['CWE-400', 'CWE-193', 'CWE-78', 'CWE-483', 'CWE-563', 'CWE-20', 'CWE-829', 'CWE-79', 'CWE-571', 'CWE-561']",False,False,False,False,0.0,False
a4019e5ea93a2a39865e96779f77fd0fbacb0575,['CWE-668'],"['CWE-400', 'CWE-563', 'CWE-193', 'CWE-483', 'CWE-476', 'CWE-561', 'CWE-20', 'CWE-338', 'CWE-480', 'CWE-829']",False,False,False,False,0.0,False
098f0d12bb534d1cb59303203096ead6b78ba693,['CWE-90'],"['CWE-78', 'CWE-563', 'CWE-79', 'CWE-483', 'CWE-704', 'CWE-502', 'CWE-1004', 'CWE-193', 'CWE-116', 'CWE-20']",False,False,False,False,0.0,True
a1a1fb8ff25c80529b13b8a6b57419803153137d,['CWE-20'],"['CWE-22', 'CWE-200', 'CWE-483', 'CWE-327', 'CWE-561', 'CWE-640', 'CWE-88', 'CWE-1004', 'CWE-193', 'CWE-367']",False,False,False,False,0.0,True
70b5330d33d286a4541cead518cc55117bfd0e7f,['CWE-59'],"['CWE-22', 'CWE-571', 'CWE-20', 'CWE-561', 'CWE-502', 'CWE-483', 'CWE-193', 'CWE-200', 'CWE-178', 'CWE-367']",False,False,False,False,0.0,False
83261490075b08391d10236418e914222c081e34,['CWE-22'],[],False,False,False,False,0.0,True
69a91de6d78aba60b80f877eb96855f678372d80,['CWE-22'],[],False,False,False,False,0.0,True
53778d9753b0c2b9ed9034d3dacf4281f6c8b8c0,['CWE-79'],"['CWE-79', 'CWE-942', 'CWE-601', 'CWE-78', 'CWE-200', 'CWE-22', 'CWE-116', 'CWE-400', 'CWE-352', 'CWE-685']",True,True,True,True,1.0,True
8e800bd112f12fac555b90d99e0453a5eca3f65f,['CWE-1321'],"['CWE-193', 'CWE-400', 'CWE-483', 'CWE-571', 'CWE-502', 'CWE-20', 'CWE-480', 'CWE-563', 'CWE-942', 'CWE-829']",False,False,False,False,0.0,False
5d304cb8222d40289e0546fbcbc437f9448285bb,['CWE-1321'],[],False,False,False,False,0.0,False
facddd79bcd07a03b3b64f6a615c34f3181b4083,['CWE-1321'],"['CWE-400', 'CWE-571', 'CWE-670', 'CWE-502', 'CWE-942', 'CWE-78', 'CWE-319', 'CWE-193', 'CWE-704', 'CWE-563']",False,False,False,False,0.0,False
0877d424e08d57e6f0d1da9a86289fb10d0ee136,['CWE-79'],"['CWE-79', 'CWE-400', 'CWE-116', 'CWE-78', 'CWE-942', 'CWE-352', 'CWE-563', 'CWE-1004', 'CWE-628', 'CWE-601']",True,True,True,True,1.0,True
2764127335126601b90aac6488ef927dce1eceda,['CWE-1321'],[],False,False,False,False,0.0,False
f27e8612f6aa533eb6f7eedf387b506cb6736352,['CWE-22'],"['CWE-22', 'CWE-79', 'CWE-352', 'CWE-200', 'CWE-78', 'CWE-400', 'CWE-502', 'CWE-835', 'CWE-20', 'CWE-193']",True,True,True,True,1.0,True
8f3c5b5879a4671fe2b58635ab18b88db1b64f1e,['CWE-78'],[],False,False,False,False,0.0,True
10f039b6fb4421324758d11666a4a5e352ce1d1c,['CWE-78'],"['CWE-78', 'CWE-502', 'CWE-20', 'CWE-88', 'CWE-483', 'CWE-563', 'CWE-835', 'CWE-400', 'CWE-561', 'CWE-327']",True,True,True,True,1.0,True
63d51bfed387d15bd98736b9c06e4465aa967205,['CWE-78'],"['CWE-78', 'CWE-400', 'CWE-502', 'CWE-942', 'CWE-670', 'CWE-685', 'CWE-571', 'CWE-193', 'CWE-22', 'CWE-563']",True,True,True,True,1.0,True
955c72bebfac179a79165abcd5e1995cb31c9c23,['CWE-88'],"['CWE-571', 'CWE-563', 'CWE-704', 'CWE-193', 'CWE-561', 'CWE-200', 'CWE-502', 'CWE-116', 'CWE-1004', 'CWE-476']",False,False,False,False,0.0,True
73b774a51b1ffc895d38c89dbde4b308f31c6e35,['CWE-88'],"['CWE-502', 'CWE-400', 'CWE-79', 'CWE-571', 'CWE-78', 'CWE-197', 'CWE-22', 'CWE-676', 'CWE-563', 'CWE-704']",False,False,False,False,0.0,True
19faeac16cd77bb163049f44cb39ed77e12ed41b,['CWE-88'],"['CWE-79', 'CWE-78', 'CWE-116', 'CWE-502', 'CWE-571', 'CWE-20', 'CWE-563', 'CWE-88', 'CWE-400', 'CWE-197']",False,False,False,True,0.125,True
55873d11cf37a503e7457292597b2aba983bffeb,['CWE-22'],[],False,False,False,False,0.0,True
6a49bf73648789eb50e90956803a0d6a028edcbc,['CWE-22'],"['CWE-22', 'CWE-400', 'CWE-942', 'CWE-79', 'CWE-20', 'CWE-352', 'CWE-571', 'CWE-483', 'CWE-178', 'CWE-193']",True,True,True,True,1.0,True
4b965c297957efd23e7b700ff7a04626a480f94a,['CWE-79'],"['CWE-400', 'CWE-78', 'CWE-79', 'CWE-571', 'CWE-942', 'CWE-116', 'CWE-346', 'CWE-685', 'CWE-200', 'CWE-502']",False,True,True,True,0.3333333333333333,True
743c145d881e52afaf7bc086762feb16fa2dd2f7,['CWE-59'],[],False,False,False,False,0.0,False
ae69d50d9111db745e98240f39eaae8c3c19aa12,['CWE-200'],[],False,False,False,False,0.0,True
4d1f00688b73da9f8bcb1b5abdd2f8aed58a4410,['CWE-1321'],[],False,False,False,False,0.0,False
97c5a01ddc0af4d08e5fd5f84face665320e22c4,['CWE-471'],"['CWE-571', 'CWE-400', 'CWE-483', 'CWE-79', 'CWE-502', 'CWE-193', 'CWE-200', 'CWE-20', 'CWE-942', 'CWE-829']",False,False,False,False,0.0,False
42be8f881bae69a3905aaf966fe32f5315aa840a,['CWE-471'],[],False,False,False,False,0.0,False
5a058ff68c208e13ee9e55f9f7b4ce79f307536a,['CWE-471'],[],False,False,False,False,0.0,False
3f0b64c4d34a0b50e8a863aa18b8026be26f3af7,['CWE-400'],[],False,False,False,False,0.0,True
167eb813ce8408964319cf611b053808da97f9fa,['CWE-79'],"['CWE-22', 'CWE-942', 'CWE-352', 'CWE-502', 'CWE-79', 'CWE-571', 'CWE-116', 'CWE-829', 'CWE-200', 'CWE-78']",False,False,True,True,0.2,True
6c76c9efd27c7ff5a5c6f187e8b7a435c4722338,['CWE-78'],"['CWE-22', 'CWE-78', 'CWE-571', 'CWE-400', 'CWE-942', 'CWE-193', 'CWE-1004', 'CWE-483', 'CWE-502', 'CWE-20']",False,True,True,True,0.5,True
2a463f7551b74030825b65f852df1fcdded197f7,['CWE-79'],[],False,False,False,False,0.0,True
14dd952282b922fabf45b240289a28c95e687528,['CWE-425'],"['CWE-942', 'CWE-571', 'CWE-79', 'CWE-400', 'CWE-704', 'CWE-327', 'CWE-20', 'CWE-116', 'CWE-476', 'CWE-78']",False,False,False,False,0.0,False
937f8b80484d0677bfd58f3963b6419df33f84f0,['CWE-78'],[],False,False,False,False,0.0,True
a4caeaf87f536ef3654b38112ba9cdd491d9bb36,['CWE-400'],"['CWE-942', 'CWE-352', 'CWE-79', 'CWE-400', 'CWE-1004', 'CWE-502', 'CWE-22', 'CWE-116', 'CWE-80', 'CWE-20']",False,False,True,True,0.25,True
8d5d2c8230b9c232afd82e01039c680e8a8b0094,['CWE-310'],"['CWE-79', 'CWE-1004', 'CWE-352', 'CWE-400', 'CWE-200', 'CWE-571', 'CWE-942', 'CWE-116', 'CWE-327', 'CWE-563']",False,False,False,False,0.0,False
40f1cce24c92c12c1e25893263c7b878f0bec011,['CWE-20'],"['CWE-347', 'CWE-571', 'CWE-704', 'CWE-79', 'CWE-193', 'CWE-327', 'CWE-676', 'CWE-20', 'CWE-502', 'CWE-78']",False,False,False,True,0.125,True
01ba8a8443d6da3ac181811855901fa0cd797bc9,['CWE-20'],"['CWE-347', 'CWE-571', 'CWE-79', 'CWE-829', 'CWE-676', 'CWE-327', 'CWE-193', 'CWE-483', 'CWE-20', 'CWE-704']",False,False,False,True,0.1111111111111111,True
ae8bf53fe897e296fd8829673fdc121f00e86645,['CWE-78'],[],False,False,False,False,0.0,True
d5f72dd08d4d7cd13b8dd96707d6b44fa1f483b1,['CWE-78'],"['CWE-78', 'CWE-22', 'CWE-942', 'CWE-400', 'CWE-193', 'CWE-685', 'CWE-571', 'CWE-20', 'CWE-79', 'CWE-346']",True,True,True,True,1.0,True
34a1a7060a3589b6288c798c246919b21d397e87,['CWE-20'],"['CWE-400', 'CWE-571', 'CWE-561', 'CWE-835', 'CWE-20', 'CWE-563', 'CWE-193', 'CWE-476', 'CWE-502', 'CWE-134']",False,False,True,True,0.2,True
33ca159d01a3ca8a61fa0c8fe16b7e4d42fb89ed,['CWE-1321'],"['CWE-942', 'CWE-400', 'CWE-78', 'CWE-502', 'CWE-571', 'CWE-79', 'CWE-193', 'CWE-208', 'CWE-704', 'CWE-563']",False,False,False,False,0.0,False
91bc67d81a9711fbf5a0f0c46bbf1d87232391f8,['CWE-20'],[],False,False,False,False,0.0,True
2427d4a99bed35baefd8f17ba422cb7aae8dcca7,['CWE-264'],[],False,False,False,False,0.0,False
d947ca7e9e341999356e07c2c5826930b9698964,['CWE-77'],[],False,False,False,False,0.0,False
f8e54c26e343186a24a65d35dbd268247802c0cb,['CWE-264'],"['CWE-79', 'CWE-200', 'CWE-942', 'CWE-116', 'CWE-601', 'CWE-1004', 'CWE-80', 'CWE-502', 'CWE-584', 'CWE-208']",False,False,False,False,0.0,False
78f1e4a4abfb24305d8f3d60bec094e849a70ab1,['CWE-264'],[],False,False,False,False,0.0,False
254a8e664d4eb09c0f104d0cffdd14b217eddb78,['CWE-264'],"['CWE-942', 'CWE-200', 'CWE-79', 'CWE-685', 'CWE-352', 'CWE-601', 'CWE-89', 'CWE-614', 'CWE-22', 'CWE-1236']",False,False,False,False,0.0,False
51faf289453053489cc350aa363ffde3290df16b,['CWE-264'],"['CWE-22', 'CWE-942', 'CWE-327', 'CWE-584', 'CWE-685', 'CWE-200', 'CWE-352', 'CWE-390', 'CWE-601', 'CWE-208']",False,False,False,False,0.0,False
d43666bce77bdc67146c23663b8a21746d7d41ce,['CWE-264'],"['CWE-22', 'CWE-942', 'CWE-601', 'CWE-78', 'CWE-79', 'CWE-584', 'CWE-89', 'CWE-200', 'CWE-327', 'CWE-628']",False,False,False,False,0.0,False
c45a2e7e952d0938b259dfa2a908bfdb5313ded8,['CWE-79'],"['CWE-89', 'CWE-79', 'CWE-352', 'CWE-78', 'CWE-22', 'CWE-942', 'CWE-601', 'CWE-200', 'CWE-327', 'CWE-116']",False,True,True,True,0.5,True
54173d2c67bc8ed8953b56e67d4719676f43a073,['CWE-20'],"['CWE-78', 'CWE-22', 'CWE-601', 'CWE-346', 'CWE-89', 'CWE-685', 'CWE-400', 'CWE-327', 'CWE-942', 'CWE-628']",False,False,False,False,0.0,True
a2f2a399566dd68ce7e312fff5a5ba857066797d,['CWE-79'],[],False,False,False,False,0.0,True
bc05547cd8c1dd511c6b6a6c873a1bc63417b111,['CWE-89'],"['CWE-89', 'CWE-628', 'CWE-685', 'CWE-687', 'CWE-942', 'CWE-601', 'CWE-327', 'CWE-400', 'CWE-208', 'CWE-20']",True,True,True,True,1.0,True
96199e562dcc409ab4bdc2b2146fa7cf73c7c5fe,['CWE-89'],[],False,False,False,False,0.0,True
ac1a079f9baf441c262fd11628f3e3d06f73129d,['CWE-20'],"['CWE-327', 'CWE-208', 'CWE-628', 'CWE-685', 'CWE-347', 'CWE-295', 'CWE-942', 'CWE-22', 'CWE-200', 'CWE-326']",False,False,False,False,0.0,True
18ea724b6f658943606237e01febc242f7a56260,['CWE-93'],[],False,False,False,False,0.0,False
7254cf0782dc768d4f54cfd5e2ff9ace6a8d6c2e,['CWE-93'],[],False,False,False,False,0.0,False
d6f70a4545faceb1ac5c3cfa8ead660b4a34c198,['CWE-534'],"['CWE-327', 'CWE-601', 'CWE-74', 'CWE-390', 'CWE-208', 'CWE-570', 'CWE-563', 'CWE-79', 'CWE-571', 'CWE-90']",False,False,False,False,0.0,False
eaccc87700760ed2d5a9aadae4d30fa9ab17453f,['CWE-534'],"['CWE-327', 'CWE-208', 'CWE-561', 'CWE-685', 'CWE-770', 'CWE-601', 'CWE-628', 'CWE-1004', 'CWE-730', 'CWE-614']",False,False,False,False,0.0,False
8745f80d90892c354bf82dc2058015a3b0e5156f,['CWE-79'],[],False,False,False,False,0.0,True
9d4888a7729fcd6f573b23d081c12e2f4bf91de1,['CWE-79'],"['CWE-400', 'CWE-601', 'CWE-89', 'CWE-179', 'CWE-208', 'CWE-685', 'CWE-79', 'CWE-942', 'CWE-116', 'CWE-327']",False,False,False,True,0.14285714285714285,True
c52d7b6ed1558d44acc96bd4f3468ffc4a8e5219,['CWE-310'],[],False,False,False,False,0.0,False
0ba5d1d4ad7fd6e442cc8bba5ea4735fcdf180b7,['CWE-200'],[],False,False,False,False,0.0,True
57273e0916c1e4a3d6d73cc7955814ec6633b3fa,['CWE-287'],[],False,False,False,False,0.0,True
5231bafc417ebf0e821f7003b856f8e324d50085,['CWE-287'],[],False,False,False,False,0.0,True
bc3b40f953da4c16bdbecf1ba9913718e9a94b87,['CWE-79'],[],False,False,False,False,0.0,True
338be6a6818c06ef07b39b1afed3713141569c6b,['CWE-502'],"['CWE-942', 'CWE-22', 'CWE-601', 'CWE-78', 'CWE-685', 'CWE-584', 'CWE-628', 'CWE-79', 'CWE-704', 'CWE-352']",False,False,False,False,0.0,True
24122d33711e9705caf09d29e38e7ec977011d1f,['CWE-254'],[],False,False,False,False,0.0,False
1abda216e59ca6ef57f727fdf5b5e9b8a02bee4f,['CWE-254'],"['CWE-22', 'CWE-79', 'CWE-942', 'CWE-561', 'CWE-601', 'CWE-670', 'CWE-400', 'CWE-685', 'CWE-409', 'CWE-78']",False,False,False,False,0.0,False
a816bf488997daaefc1d573cfb2aa679b932cbde,['CWE-264'],"['CWE-22', 'CWE-685', 'CWE-502', 'CWE-628', 'CWE-327', 'CWE-200', 'CWE-79', 'CWE-78', 'CWE-563', 'CWE-942']",False,False,False,False,0.0,False
e5792134c1fd925ed9f9c10eb6aace19505be9d2,['CWE-20'],"['CWE-79', 'CWE-942', 'CWE-22', 'CWE-208', 'CWE-601', 'CWE-78', 'CWE-352', 'CWE-685', 'CWE-200', 'CWE-348']",False,False,False,False,0.0,True
9d300cc28a0eefd4488284d6af85e2c0a260e2bd,['CWE-20'],[],False,False,False,False,0.0,True
e76b10a6ed4c2453e94b4d6329d04a62ffcc7082,['CWE-94'],"['CWE-390', 'CWE-584', 'CWE-685', 'CWE-628', 'CWE-942', 'CWE-327', 'CWE-20', 'CWE-561', 'CWE-396', 'CWE-601']",False,False,False,False,0.0,True
8ce72d8d2d25973b7064b1cf76a6b0b3d62f0ba0,['CWE-94'],[],False,False,False,False,0.0,True
ac36a99a7226e1092c2e7e28c9b6e32d8f82e6fb,['CWE-178'],[],False,False,False,False,0.0,True
3f402dfc91da3a5c91969025afea0bacbc4033e3,['CWE-697'],[],False,False,False,False,0.0,False
c63775e46e9b1fb09c384225940ee6d91af63f45,['CWE-697'],[],False,False,False,False,0.0,False
61d24f7dfa9abd845acd48fbb8a36f54a244e62e,['CWE-697'],[],False,False,False,False,0.0,False
f88d104fa0ad4e88074a771f95cc70e153244969,['CWE-20'],"['CWE-1004', 'CWE-193', 'CWE-197', 'CWE-942', 'CWE-1275', 'CWE-20', 'CWE-561', 'CWE-400', 'CWE-783', 'CWE-563']",False,False,False,True,0.16666666666666666,True
c770a1651d9ee06148c955d660539303574b7e8d,['CWE-20'],[],False,False,False,False,0.0,True
bbb3294c72e9f40c3447ce08c74a69494a12a7ce,['CWE-79'],[],False,False,False,False,0.0,True
